client_id,day1_v_avg,day1_i_std,day1_t_max,day1_r_int,day2_v_avg,day2_i_std,day2_t_max,day2_r_int,day3_v_avg,day3_i_std,day3_t_max,day3_r_int,day4_v_avg,day4_i_std,day4_t_max,day4_r_int,day5_v_avg,day5_i_std,day5_t_max,day5_r_int,day6_v_avg,day6_i_std,day6_t_max,day6_r_int,day7_v_avg,day7_i_std,day7_t_max,day7_r_int,soh
677,12.64,0.64,28.65,0.013,12.7,0.77,27.76,0.023,12.68,0.8,39.17,0.0188,12.7,0.5,28.85,0.013,12.69,0.88,28.15,0.013,12.65,0.73,32.59,0.0192,12.65,0.9,34.55,0.018,91.5
678,12.7,0.5,33.29,0.013,12.7,0.84,28.77,0.013,12.7,0.87,41.99,0.0193,12.62,0.62,34.4,0.0166,12.61,0.79,34.43,0.013,12.6,0.84,32.82,0.0181,12.61,0.67,32.03,0.0136,91.5
679,12.7,0.55,32.02,0.0162,12.63,0.3,31.81,0.0216,12.7,0.69,38.77,0.013,12.57,0.63,30.02,0.013,12.68,0.46,29.36,0.013,12.61,0.43,28.11,0.0172,12.7,0.67,32.35,0.013,91.5
680,12.7,0.44,28.76,0.0135,12.7,0.86,32.45,0.0216,12.7,0.87,41.16,0.0176,12.62,0.31,30.19,0.013,12.58,0.49,28.66,0.0148,12.6,0.74,34.38,0.013,12.56,0.84,32.15,0.0178,91.5
681,12.7,0.6,33.01,0.0181,12.7,0.49,28.96,0.013,12.67,0.85,39.75,0.013,12.65,0.53,29.23,0.013,12.63,0.55,30.75,0.0202,12.56,0.73,27.56,0.0176,12.52,0.63,31.58,0.0152,91.5
682,12.64,0.61,28.16,0.0213,12.69,0.47,34.57,0.0166,12.7,0.48,38.69,0.013,12.7,0.8,30.03,0.013,12.63,0.79,30.61,0.0134,12.61,0.44,28.94,0.013,12.53,0.48,32.4,0.013,91.5
683,12.67,0.9,33.47,0.0174,12.69,0.84,31.97,0.013,12.7,0.83,39.66,0.013,12.67,0.38,32.15,0.0224,12.57,0.44,28.85,0.013,12.64,0.3,31.82,0.013,12.61,0.71,27.36,0.013,91.5
684,12.7,0.45,33.42,0.013,12.66,0.75,34.36,0.019,12.7,0.86,42.09,0.013,12.62,0.77,29.91,0.0137,12.7,0.47,31.08,0.013,12.62,0.41,27.81,0.0198,12.57,0.89,27.78,0.013,91.5
685,12.64,0.82,34.86,0.013,12.67,0.45,27.88,0.0152,12.65,0.59,38.88,0.0153,12.63,0.71,28.8,0.013,12.66,0.44,29.52,0.013,12.67,0.42,31.89,0.025,12.64,0.81,33.84,0.0191,91.5
686,12.7,0.64,28.28,0.0174,12.68,0.33,31.66,0.0141,12.63,0.9,42.11,0.013,12.7,0.9,32.03,0.0192,12.55,0.87,30.37,0.013,12.62,0.36,34.87,0.013,12.6,0.63,29.13,0.013,91.5
687,12.69,0.3,34.29,0.013,12.66,0.59,29.73,0.013,12.66,0.71,41.65,0.013,12.7,0.35,31.71,0.025,12.59,0.44,27.21,0.0136,12.63,0.56,32.78,0.0195,12.56,0.47,29.55,0.0153,91.5
688,12.68,0.83,29.67,0.013,12.7,0.78,33.86,0.0161,12.69,0.81,39.95,0.0154,12.7,0.84,33.68,0.016,12.62,0.63,33.6,0.013,12.54,0.5,28.35,0.013,12.63,0.54,30.82,0.013,91.5
689,12.7,0.38,30.33,0.013,12.64,0.42,27.03,0.013,12.65,0.42,40.55,0.013,12.7,0.73,28.36,0.013,12.6,0.86,30.48,0.013,12.57,0.74,32.39,0.013,12.58,0.33,27.75,0.013,91.5
690,12.7,0.83,30.68,0.013,12.7,0.78,33.19,0.0179,12.68,0.41,38.6,0.0196,12.58,0.59,31.63,0.013,12.7,0.7,31.17,0.013,12.64,0.52,30.62,0.013,12.55,0.77,32.88,0.0187,91.5
691,12.68,0.83,31.97,0.013,12.7,0.6,28.33,0.0173,12.69,0.81,41.76,0.013,12.64,0.68,31.89,0.02,12.66,0.34,27.51,0.0143,12.61,0.31,29.14,0.013,12.64,0.57,31.94,0.0157,91.5
692,12.7,0.47,34.9,0.013,12.7,0.71,34.07,0.0157,12.7,0.69,38.95,0.0169,12.67,0.52,27.51,0.0176,12.61,0.68,29.61,0.013,12.7,0.7,27.94,0.0148,12.61,0.64,32.92,0.013,91.5
693,12.65,0.44,31.77,0.013,12.6,0.64,30.72,0.013,12.7,0.76,39.96,0.025,12.66,0.88,31.01,0.013,12.61,0.54,27.16,0.015,12.59,0.9,28.26,0.013,12.6,0.9,28.66,0.0153,91.5
694,12.7,0.51,34.42,0.0189,12.7,0.54,28.38,0.013,12.67,0.35,41.91,0.025,12.61,0.47,29.82,0.019,12.7,0.45,32.47,0.013,12.7,0.6,30.98,0.013,12.6,0.56,27.77,0.013,91.5
695,12.7,0.53,29.02,0.013,12.65,0.4,33.48,0.013,12.63,0.75,38.56,0.017,12.67,0.41,31.57,0.013,12.67,0.3,29.37,0.013,12.67,0.54,28.65,0.0158,12.66,0.68,27.69,0.0192,91.5
696,12.68,0.56,30.16,0.013,12.66,0.42,31.02,0.013,12.7,0.64,41.92,0.0192,12.7,0.9,28.25,0.0205,12.7,0.9,28.1,0.0146,12.59,0.84,32.87,0.0216,12.63,0.6,27.42,0.0134,91.5
697,12.7,0.51,31.02,0.013,12.7,0.62,27.51,0.0147,12.64,0.54,40.03,0.013,12.69,0.42,33.88,0.0165,12.64,0.66,29.98,0.013,12.65,0.71,27.53,0.013,12.65,0.51,28.32,0.0139,91.5
698,12.64,0.67,29.66,0.0184,12.7,0.9,27.18,0.013,12.62,0.79,40.4,0.013,12.63,0.86,31.57,0.0154,12.62,0.36,29.76,0.0241,12.7,0.34,30.13,0.0218,12.63,0.53,29.32,0.0183,91.5
699,12.7,0.39,34.92,0.0187,12.6,0.81,29.07,0.013,12.7,0.56,41.81,0.013,12.61,0.77,31.96,0.013,12.55,0.55,28.3,0.013,12.58,0.41,28.17,0.013,12.66,0.39,28.35,0.013,91.5
700,12.69,0.85,32.78,0.0148,12.69,0.42,32.72,0.013,12.64,0.61,38.36,0.013,12.66,0.42,32.41,0.0159,12.64,0.47,29.21,0.0141,12.6,0.87,34.52,0.016,12.55,0.56,28.19,0.0161,91.5
701,12.67,0.81,30.85,0.0145,12.7,0.7,30.56,0.013,12.7,0.46,40.62,0.013,12.65,0.34,30.51,0.013,12.7,0.73,28.85,0.0137,12.63,0.78,27.17,0.013,12.7,0.7,28.21,0.0164,91.5
702,12.7,0.59,32.97,0.013,12.63,0.45,31.27,0.013,12.61,0.9,39.86,0.013,12.68,0.66,30.55,0.0202,12.62,0.77,32.37,0.013,12.57,0.54,32.73,0.0149,12.67,0.67,33.65,0.0133,91.5
703,12.66,0.81,30.78,0.014,12.68,0.82,28.17,0.0187,12.7,0.58,38.51,0.013,12.69,0.72,30.22,0.013,12.67,0.75,34.18,0.0216,12.69,0.81,32.19,0.013,12.65,0.41,30.87,0.021,91.5
704,12.63,0.47,27.11,0.013,12.65,0.69,32.73,0.0173,12.7,0.76,40.08,0.013,12.7,0.69,29.29,0.0198,12.7,0.69,33.11,0.013,12.65,0.65,30.57,0.013,12.61,0.36,27.46,0.0134,91.5
705,12.62,0.3,31.31,0.0132,12.7,0.9,29.92,0.0156,12.61,0.9,38.56,0.013,12.59,0.3,27.96,0.013,12.7,0.48,31.64,0.013,12.63,0.52,34.85,0.0198,12.65,0.49,27.3,0.0148,91.5
706,12.7,0.71,32.1,0.013,12.62,0.46,29.68,0.0206,12.7,0.6,39.89,0.0151,12.7,0.37,28.97,0.013,12.6,0.77,27.71,0.013,12.62,0.62,34.81,0.013,12.62,0.61,33.31,0.013,91.5
707,12.64,0.52,34.78,0.013,12.61,0.81,31.73,0.013,12.65,0.57,38.04,0.0228,12.67,0.51,29.78,0.0159,12.54,0.4,29.19,0.013,12.54,0.3,33.88,0.024,12.7,0.68,28.05,0.013,91.5
708,12.7,0.62,27.2,0.0131,12.7,0.66,33.19,0.013,12.63,0.64,41.65,0.0145,12.67,0.73,34.11,0.013,12.62,0.43,32.98,0.013,12.64,0.81,28.76,0.0194,12.69,0.44,29.56,0.0195,91.5
709,12.6,0.87,31.13,0.0164,12.7,0.65,27.28,0.0181,12.7,0.75,40.28,0.0131,12.65,0.63,30.65,0.013,12.54,0.69,33.21,0.013,12.7,0.62,31.46,0.0231,12.54,0.66,29.15,0.013,91.5
710,12.7,0.83,27.77,0.0219,12.63,0.85,27.38,0.013,12.62,0.88,42.03,0.0131,12.67,0.9,33.42,0.013,12.63,0.74,31.61,0.013,12.55,0.9,27.78,0.013,12.56,0.3,29.9,0.0148,91.5
711,12.7,0.6,28.16,0.0158,12.68,0.35,27.71,0.013,12.7,0.82,39.72,0.0145,12.7,0.81,29.97,0.013,12.64,0.57,34.68,0.013,12.67,0.61,32.37,0.013,12.63,0.52,30.46,0.0145,91.5
712,12.7,0.76,32.02,0.0244,12.62,0.87,33.72,0.013,12.63,0.64,41.85,0.013,12.67,0.51,29.39,0.013,12.63,0.88,31.1,0.013,12.61,0.71,30.55,0.013,12.56,0.75,33.06,0.013,91.5
713,12.67,0.3,28.89,0.014,12.7,0.82,33.86,0.013,12.68,0.48,40.3,0.0134,12.66,0.3,30.82,0.013,12.67,0.61,29.57,0.013,12.63,0.7,28.73,0.013,12.51,0.52,32.06,0.0159,91.5
714,12.7,0.33,32.99,0.0219,12.7,0.62,32.05,0.0195,12.68,0.83,38.02,0.013,12.67,0.61,31.17,0.013,12.57,0.78,28.38,0.013,12.65,0.32,33.28,0.013,12.66,0.66,32.84,0.013,91.5
715,12.7,0.78,31.08,0.0152,12.65,0.36,27.38,0.0142,12.7,0.73,40.38,0.0141,12.67,0.5,30.29,0.0141,12.66,0.42,30.53,0.0133,12.64,0.67,31.74,0.013,12.63,0.35,27.54,0.0171,91.5
716,12.7,0.55,28.77,0.0142,12.66,0.49,33.0,0.0147,12.67,0.48,39.52,0.0181,12.65,0.45,27.82,0.0166,12.66,0.73,34.05,0.013,12.62,0.66,28.43,0.0142,12.69,0.62,26.97,0.0184,91.5
717,12.7,0.63,30.86,0.013,12.66,0.88,33.83,0.0134,12.67,0.73,41.89,0.013,12.7,0.9,29.37,0.013,12.7,0.62,27.28,0.0135,12.54,0.85,31.78,0.013,12.64,0.9,29.08,0.0183,91.5
718,12.7,0.42,26.98,0.0145,12.63,0.74,34.34,0.013,12.69,0.67,41.72,0.013,12.58,0.56,34.26,0.0203,12.67,0.41,34.85,0.0233,12.58,0.79,27.94,0.0221,12.69,0.44,31.66,0.0157,91.5
719,12.68,0.66,33.9,0.0152,12.7,0.9,33.45,0.013,12.7,0.43,40.73,0.0133,12.68,0.8,27.32,0.013,12.7,0.84,32.86,0.013,12.65,0.67,33.96,0.0163,12.64,0.58,27.91,0.0195,91.5
720,12.7,0.43,27.11,0.013,12.7,0.58,30.65,0.013,12.7,0.49,39.66,0.013,12.68,0.47,29.82,0.0201,12.63,0.52,32.6,0.0137,12.61,0.81,27.7,0.013,12.58,0.64,27.23,0.0177,91.5
721,12.7,0.62,27.05,0.0165,12.67,0.83,30.64,0.0193,12.65,0.79,41.76,0.0132,12.7,0.72,33.07,0.013,12.46,0.82,30.44,0.013,12.68,0.55,28.63,0.013,12.61,0.66,27.97,0.0143,91.5
722,12.61,0.46,31.86,0.013,12.67,0.87,30.92,0.0169,12.61,0.79,38.7,0.013,12.62,0.44,27.83,0.0178,12.66,0.59,33.69,0.013,12.66,0.44,27.77,0.0166,12.67,0.9,33.57,0.013,91.5
723,12.63,0.36,34.83,0.0165,12.63,0.9,30.77,0.0212,12.63,0.57,38.33,0.0142,12.58,0.7,28.96,0.013,12.69,0.61,32.61,0.0153,12.69,0.6,33.63,0.0138,12.64,0.37,31.6,0.013,91.5
724,12.7,0.42,33.76,0.016,12.68,0.46,31.05,0.0145,12.7,0.9,40.51,0.013,12.7,0.37,32.81,0.0207,12.66,0.33,32.99,0.013,12.63,0.64,27.85,0.0138,12.61,0.68,27.67,0.0219,91.5
725,12.7,0.44,29.0,0.0201,12.7,0.63,27.68,0.0167,12.61,0.62,40.16,0.0231,12.67,0.5,29.47,0.013,12.63,0.53,28.81,0.0157,12.66,0.31,30.29,0.013,12.53,0.73,31.97,0.017,91.5
726,12.69,0.85,28.55,0.013,12.7,0.36,33.52,0.013,12.61,0.71,41.8,0.013,12.62,0.49,32.5,0.013,12.55,0.3,31.75,0.013,12.67,0.64,31.1,0.0133,12.61,0.89,34.4,0.013,91.5
727,12.7,0.3,32.06,0.013,12.64,0.68,26.96,0.013,12.62,0.85,38.97,0.013,12.61,0.74,31.92,0.013,12.61,0.76,31.51,0.014,12.5,0.9,28.38,0.013,12.61,0.57,33.59,0.0135,91.5
728,12.7,0.33,33.56,0.0185,12.6,0.83,27.23,0.0185,12.64,0.34,38.34,0.0147,12.68,0.48,32.83,0.013,12.64,0.39,32.81,0.013,12.69,0.43,27.02,0.013,12.57,0.63,30.14,0.013,91.5
729,12.67,0.64,29.92,0.013,12.64,0.4,27.29,0.0146,12.63,0.32,40.86,0.013,12.7,0.58,30.24,0.0192,12.6,0.41,31.22,0.013,12.61,0.55,33.47,0.0137,12.69,0.36,33.05,0.0195,91.5
730,12.66,0.7,30.48,0.013,12.7,0.41,34.2,0.0132,12.67,0.45,38.39,0.013,12.7,0.32,28.89,0.013,12.63,0.49,32.59,0.0146,12.58,0.47,28.24,0.013,12.58,0.66,29.96,0.013,91.5
731,12.7,0.31,27.83,0.014,12.68,0.69,34.93,0.013,12.66,0.49,39.76,0.013,12.64,0.36,31.58,0.013,12.67,0.49,34.11,0.013,12.58,0.3,33.8,0.013,12.61,0.47,32.68,0.0154,91.5
732,12.65,0.38,28.22,0.013,12.7,0.58,29.35,0.0222,12.7,0.6,41.21,0.016,12.54,0.71,33.31,0.013,12.7,0.55,28.21,0.0148,12.6,0.32,29.67,0.0152,12.7,0.4,28.32,0.0134,91.5
733,12.7,0.86,31.46,0.0138,12.69,0.53,28.01,0.013,12.63,0.53,41.72,0.013,12.59,0.61,31.46,0.0153,12.57,0.43,32.83,0.013,12.56,0.68,27.53,0.0131,12.66,0.39,31.25,0.013,91.5
734,12.61,0.71,27.84,0.0157,12.7,0.55,27.24,0.0206,12.7,0.84,40.69,0.0182,12.61,0.65,29.27,0.013,12.67,0.37,28.91,0.0234,12.59,0.48,29.74,0.0229,12.61,0.46,29.1,0.0144,91.5
735,12.7,0.56,28.58,0.0157,12.61,0.6,34.16,0.0133,12.62,0.7,38.12,0.0209,12.7,0.64,32.14,0.013,12.59,0.67,27.9,0.0135,12.61,0.49,28.18,0.013,12.66,0.3,31.32,0.0137,91.5
736,12.7,0.58,28.94,0.013,12.56,0.44,29.93,0.013,12.7,0.47,39.3,0.013,12.61,0.38,34.95,0.013,12.62,0.42,30.67,0.0146,12.65,0.37,32.48,0.013,12.55,0.45,32.0,0.013,91.5
737,12.7,0.45,30.54,0.0132,12.7,0.62,30.92,0.0163,12.6,0.32,38.32,0.013,12.67,0.58,32.55,0.0199,12.57,0.55,28.38,0.0157,12.7,0.48,31.82,0.0204,12.62,0.8,34.96,0.013,91.5
738,12.7,0.54,27.33,0.013,12.65,0.3,30.07,0.013,12.67,0.46,38.06,0.0154,12.69,0.41,29.2,0.0208,12.62,0.43,27.76,0.013,12.61,0.42,29.08,0.013,12.58,0.5,27.49,0.0176,91.5
739,12.7,0.78,31.06,0.0132,12.69,0.32,34.2,0.013,12.69,0.33,42.14,0.013,12.64,0.88,32.6,0.0156,12.7,0.77,28.68,0.0166,12.61,0.72,34.98,0.0196,12.64,0.6,34.39,0.0227,91.5
740,12.7,0.84,34.39,0.013,12.69,0.8,33.74,0.0137,12.7,0.64,38.58,0.013,12.7,0.72,33.87,0.0143,12.7,0.74,27.37,0.0167,12.69,0.49,33.66,0.016,12.53,0.79,32.74,0.0149,91.5
741,12.61,0.38,27.24,0.0168,12.7,0.82,34.26,0.013,12.58,0.44,40.73,0.0179,12.7,0.78,27.07,0.0168,12.56,0.75,33.6,0.013,12.64,0.34,33.76,0.013,12.63,0.7,27.62,0.013,91.5
742,12.64,0.79,32.07,0.0182,12.66,0.43,30.53,0.0141,12.61,0.9,39.13,0.0138,12.58,0.61,31.92,0.0204,12.53,0.39,34.48,0.013,12.69,0.66,34.71,0.0132,12.63,0.41,33.03,0.013,91.5
743,12.67,0.5,33.67,0.0162,12.64,0.5,28.73,0.0136,12.66,0.9,40.9,0.013,12.61,0.81,28.17,0.013,12.7,0.87,32.51,0.013,12.63,0.55,32.93,0.0183,12.63,0.45,27.71,0.013,91.5
744,12.7,0.44,29.43,0.0158,12.63,0.32,31.82,0.0224,12.64,0.41,38.71,0.013,12.65,0.76,31.47,0.013,12.62,0.81,30.14,0.013,12.63,0.85,30.11,0.0187,12.61,0.68,30.88,0.013,91.5
745,12.7,0.3,28.11,0.013,12.7,0.47,28.65,0.0248,12.7,0.79,39.2,0.013,12.56,0.49,34.42,0.025,12.69,0.85,32.56,0.013,12.64,0.39,31.93,0.0205,12.63,0.37,27.06,0.0152,91.5
746,12.66,0.33,27.37,0.013,12.7,0.59,29.55,0.013,12.65,0.88,41.78,0.013,12.7,0.87,32.24,0.013,12.61,0.48,27.56,0.0231,12.61,0.54,32.56,0.0141,12.62,0.64,29.68,0.0146,91.5
747,12.7,0.76,32.11,0.0172,12.67,0.88,34.61,0.0181,12.7,0.57,41.35,0.0155,12.68,0.9,33.26,0.013,12.65,0.45,32.58,0.025,12.65,0.68,28.66,0.0162,12.6,0.48,33.57,0.013,91.5
748,12.66,0.59,31.43,0.0131,12.66,0.3,33.97,0.0199,12.59,0.43,40.76,0.0137,12.67,0.4,32.48,0.0147,12.65,0.42,31.0,0.0209,12.7,0.63,33.35,0.013,12.57,0.36,29.3,0.013,91.5
749,12.67,0.38,28.88,0.0138,12.7,0.57,30.52,0.0136,12.7,0.62,39.95,0.013,12.63,0.83,29.65,0.0143,12.58,0.31,27.47,0.0156,12.7,0.47,34.43,0.0146,12.7,0.59,31.7,0.0144,91.5
750,12.63,0.86,33.66,0.0141,12.61,0.56,29.59,0.0144,12.7,0.81,40.62,0.013,12.6,0.44,27.45,0.013,12.7,0.39,33.34,0.0167,12.56,0.52,28.68,0.013,12.59,0.33,31.3,0.0201,91.5
751,12.65,0.83,32.9,0.0143,12.7,0.82,31.57,0.013,12.7,0.39,40.44,0.0159,12.69,0.3,27.9,0.0173,12.6,0.76,31.51,0.013,12.55,0.43,31.19,0.013,12.59,0.3,34.61,0.0208,91.5
752,12.63,0.69,29.26,0.0162,12.7,0.46,33.04,0.013,12.7,0.9,38.77,0.013,12.59,0.46,27.66,0.0131,12.65,0.75,34.97,0.0154,12.56,0.6,29.18,0.0165,12.67,0.49,28.64,0.0136,91.5
753,12.65,0.87,33.1,0.013,12.68,0.4,28.59,0.0187,12.61,0.66,42.19,0.013,12.63,0.83,27.6,0.013,12.64,0.3,27.28,0.013,12.55,0.41,33.49,0.0184,12.61,0.9,31.5,0.0155,91.5
754,12.7,0.46,28.95,0.013,12.7,0.54,34.28,0.013,12.66,0.82,39.19,0.013,12.57,0.9,34.64,0.0151,12.67,0.4,29.12,0.0155,12.58,0.57,31.91,0.013,12.66,0.35,29.01,0.013,91.5
755,12.65,0.78,32.34,0.0164,12.7,0.7,28.49,0.013,12.65,0.57,38.2,0.013,12.53,0.85,29.01,0.013,12.66,0.79,27.06,0.0169,12.65,0.65,28.0,0.013,12.61,0.3,28.25,0.017,91.5
756,12.7,0.8,27.88,0.0159,12.7,0.74,31.9,0.0184,12.67,0.49,39.34,0.013,12.67,0.46,28.79,0.0205,12.69,0.65,33.69,0.0141,12.68,0.64,31.85,0.0146,12.61,0.69,28.52,0.013,91.5
757,12.7,0.78,32.5,0.013,12.59,0.53,31.47,0.013,12.65,0.42,40.19,0.013,12.61,0.43,32.8,0.0139,12.68,0.7,29.78,0.0198,12.64,0.3,27.31,0.0219,12.7,0.36,30.67,0.013,91.5
758,12.7,0.79,28.86,0.013,12.7,0.42,29.68,0.013,12.68,0.5,38.22,0.013,12.64,0.36,30.96,0.013,12.63,0.51,29.96,0.013,12.64,0.55,32.6,0.021,12.63,0.45,34.95,0.013,91.5
759,12.66,0.55,31.5,0.0174,12.7,0.45,31.5,0.0203,12.63,0.38,40.58,0.013,12.66,0.38,32.62,0.013,12.7,0.47,28.43,0.013,12.58,0.9,33.07,0.013,12.63,0.47,27.56,0.013,91.5
760,12.7,0.76,28.47,0.0186,12.66,0.42,34.06,0.013,12.61,0.34,39.25,0.013,12.65,0.38,30.99,0.0137,12.59,0.44,27.93,0.0161,12.55,0.52,33.21,0.0185,12.59,0.85,33.3,0.0163,91.5
761,12.67,0.45,32.83,0.013,12.7,0.87,29.72,0.013,12.69,0.55,38.33,0.0138,12.7,0.74,27.71,0.013,12.61,0.8,29.41,0.0221,12.64,0.49,31.65,0.013,12.62,0.3,27.6,0.0183,91.5
762,12.7,0.43,27.46,0.0152,12.7,0.59,34.06,0.013,12.7,0.59,40.03,0.0143,12.69,0.57,33.6,0.0234,12.53,0.9,27.89,0.0169,12.59,0.74,31.98,0.016,12.61,0.67,34.47,0.02,91.5
763,12.7,0.43,28.32,0.013,12.7,0.45,27.51,0.018,12.62,0.63,40.83,0.0149,12.67,0.52,34.33,0.013,12.62,0.34,27.92,0.014,12.64,0.46,28.64,0.013,12.58,0.75,33.59,0.0151,91.5
764,12.7,0.85,28.38,0.0134,12.69,0.46,31.27,0.0228,12.68,0.66,40.79,0.013,12.6,0.34,33.41,0.013,12.57,0.72,28.05,0.0147,12.66,0.76,27.22,0.013,12.58,0.3,27.23,0.0142,91.5
765,12.7,0.5,27.39,0.0137,12.7,0.78,29.31,0.0192,12.7,0.53,39.2,0.013,12.7,0.4,28.7,0.013,12.6,0.53,29.34,0.013,12.62,0.79,27.51,0.013,12.55,0.63,29.61,0.013,91.5
766,12.66,0.65,32.86,0.013,12.7,0.76,34.43,0.015,12.67,0.63,39.45,0.0148,12.65,0.59,30.66,0.0152,12.67,0.4,33.04,0.0168,12.67,0.51,30.98,0.013,12.69,0.51,27.5,0.013,91.5
767,12.7,0.5,34.87,0.0163,12.7,0.69,27.33,0.013,12.7,0.55,41.54,0.0181,12.65,0.37,30.1,0.0208,12.66,0.38,28.91,0.013,12.69,0.31,30.87,0.013,12.64,0.74,28.48,0.0236,91.5
768,12.7,0.87,33.14,0.013,12.7,0.74,27.2,0.017,12.59,0.55,38.65,0.013,12.7,0.51,30.64,0.0168,12.67,0.61,34.48,0.0131,12.69,0.83,29.93,0.013,12.62,0.64,32.03,0.0155,91.5
769,12.67,0.57,33.86,0.0167,12.7,0.72,33.45,0.0164,12.66,0.48,41.43,0.0175,12.57,0.55,32.07,0.013,12.64,0.3,32.5,0.013,12.63,0.79,29.54,0.013,12.7,0.75,34.39,0.0187,91.5
770,12.7,0.71,27.11,0.0178,12.7,0.44,32.93,0.013,12.66,0.33,38.48,0.0131,12.57,0.69,27.7,0.013,12.64,0.3,34.9,0.0164,12.6,0.68,33.84,0.0194,12.67,0.78,32.9,0.013,91.5
771,12.7,0.9,27.86,0.013,12.7,0.3,28.29,0.013,12.7,0.41,38.98,0.0231,12.68,0.76,33.27,0.013,12.65,0.46,32.27,0.013,12.64,0.66,34.52,0.013,12.66,0.31,28.98,0.0188,91.5
772,12.67,0.52,31.46,0.013,12.58,0.9,34.61,0.013,12.68,0.74,39.15,0.0151,12.7,0.61,32.78,0.013,12.57,0.62,29.33,0.013,12.6,0.64,30.98,0.013,12.66,0.64,31.75,0.0192,91.5
773,12.7,0.47,34.85,0.0136,12.68,0.41,33.99,0.0144,12.7,0.67,40.93,0.013,12.7,0.9,33.05,0.0225,12.64,0.36,30.57,0.0152,12.56,0.85,27.16,0.0152,12.67,0.33,31.53,0.0178,91.5
774,12.7,0.76,32.31,0.0205,12.65,0.53,28.94,0.013,12.61,0.34,40.67,0.0195,12.66,0.43,30.9,0.0133,12.7,0.33,28.28,0.0185,12.63,0.49,29.44,0.013,12.65,0.49,28.14,0.0193,91.5
775,12.7,0.9,30.0,0.013,12.7,0.9,32.51,0.0162,12.64,0.71,39.19,0.013,12.7,0.45,30.45,0.015,12.61,0.7,33.79,0.013,12.69,0.44,34.1,0.0139,12.54,0.83,32.2,0.013,91.5
776,12.62,0.66,28.19,0.013,12.66,0.55,30.45,0.0193,12.7,0.35,39.38,0.0148,12.66,0.8,27.15,0.0174,12.59,0.52,33.17,0.013,12.62,0.3,33.48,0.013,12.57,0.43,27.07,0.0181,91.5
777,12.66,0.43,28.19,0.0146,12.7,0.59,31.43,0.0149,12.7,0.47,38.25,0.0137,12.68,0.69,27.86,0.013,12.59,0.34,34.08,0.013,12.69,0.73,33.76,0.0193,12.65,0.34,33.13,0.0227,91.5
778,12.69,0.86,30.0,0.0163,12.66,0.88,33.41,0.013,12.64,0.3,40.31,0.0152,12.66,0.71,34.98,0.013,12.61,0.44,33.34,0.0236,12.68,0.72,30.34,0.013,12.56,0.51,32.58,0.0175,91.5
779,12.7,0.53,32.63,0.0156,12.7,0.48,32.06,0.0196,12.66,0.43,39.67,0.021,12.65,0.88,28.53,0.013,12.5,0.41,29.34,0.013,12.65,0.74,30.93,0.013,12.68,0.7,27.88,0.0165,91.5
780,12.7,0.66,27.31,0.0132,12.7,0.6,27.79,0.013,12.65,0.41,40.76,0.0137,12.7,0.73,31.32,0.013,12.64,0.41,30.0,0.013,12.58,0.59,29.62,0.0192,12.54,0.88,29.13,0.013,91.5
781,12.7,0.76,33.83,0.013,12.61,0.53,31.87,0.0135,12.58,0.51,42.12,0.0209,12.65,0.9,30.07,0.015,12.61,0.52,34.68,0.0174,12.6,0.47,33.85,0.013,12.61,0.69,27.7,0.013,91.5
782,12.63,0.38,34.56,0.0147,12.7,0.43,28.51,0.013,12.68,0.34,42.08,0.013,12.69,0.48,34.84,0.013,12.61,0.62,30.05,0.013,12.69,0.77,33.18,0.013,12.7,0.77,28.15,0.0141,91.5
783,12.7,0.76,34.15,0.013,12.66,0.58,30.56,0.013,12.61,0.75,38.78,0.0144,12.64,0.9,30.42,0.0154,12.66,0.39,31.25,0.0167,12.65,0.69,30.03,0.025,12.64,0.85,33.33,0.0173,91.5
784,12.7,0.6,34.33,0.0223,12.7,0.73,30.18,0.013,12.66,0.39,40.06,0.0204,12.63,0.55,34.92,0.0149,12.66,0.63,29.23,0.015,12.68,0.83,27.38,0.013,12.6,0.46,29.39,0.0214,91.5
785,12.7,0.83,27.08,0.013,12.7,0.73,27.7,0.0197,12.64,0.34,39.55,0.0146,12.63,0.71,29.83,0.0179,12.64,0.84,30.55,0.013,12.66,0.63,28.15,0.013,12.57,0.86,31.51,0.0132,91.5
786,12.7,0.38,34.81,0.0139,12.62,0.48,27.84,0.013,12.66,0.5,38.32,0.02,12.6,0.65,32.06,0.0238,12.61,0.82,30.56,0.013,12.65,0.82,31.66,0.013,12.6,0.44,31.92,0.013,91.5
787,12.7,0.53,29.86,0.0235,12.64,0.38,33.23,0.0165,12.7,0.53,39.91,0.013,12.68,0.9,29.41,0.0187,12.57,0.55,29.25,0.0196,12.65,0.64,32.98,0.0179,12.68,0.49,31.63,0.013,91.5
788,12.7,0.82,33.94,0.013,12.64,0.82,31.55,0.013,12.58,0.47,39.57,0.013,12.67,0.46,34.16,0.013,12.56,0.83,30.57,0.013,12.6,0.82,34.66,0.0153,12.62,0.36,31.76,0.0217,91.5
789,12.7,0.3,28.51,0.0247,12.66,0.45,34.8,0.013,12.7,0.36,38.32,0.0188,12.58,0.8,28.72,0.013,12.63,0.82,30.98,0.017,12.61,0.48,33.5,0.023,12.61,0.79,32.07,0.013,91.5
